12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,26,,,,,,,,,,,,,,,,,,,,
12,12,12,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,26,26,26,,,,,,,,,,,,,,,,,,,,
12,12,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,26,26,26,,,,,,,,,,,,,,,,,,,,
12,12,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,2,2,2,2,26,26,26,,,,,,,,,,,,,,,,,,,,
12,12,12,12,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,26,26,26,,,,,,,,,,,,,,,,,,,,
12,12,12,12,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,26,26,,,,,,,,,,,,,,,,,,,,
12,12,12,12,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,26,26,,,,,,,,,,,,,,,,,,,,
12,12,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,,,,,,,,,,,,,,,,,,,,
12,12,14,14,0,0,24,24,24,0,0,0,0,0,0,0,12,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,12,14,0,0,24,24,24,24,24,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,12,14,0,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,12,0,0,24,24,24,24,24,24,0,0,0,0,0,0,0,14,14,14,12,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,0,0,0,24,24,24,24,24,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,24,24,24,24,24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,24,24,24,24,24,24,0,0,0,0,0,0,0,14,0,0,0,0,12,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,12,0,0,0,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,12,0,0,0,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,12,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,
12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,12,0,0,0,0,0,12,0,0,14,14,14,14,0,0,0,0,0,0,0,0,0,26,26,,,,,,,,,,,,,,,,,,,,
12,12,0,0,0,0,0,0,0,0,0,0,14,14,14,14,0,0,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,14,14,14,14,0,0,0,0,0,0,0,0,0,26,26,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,0,0,14,14,14,14,14,14,14,14,0,0,0,2,2,0,0,12,2,2,0,0,0,0,0,0,0,0,14,14,14,14,0,0,0,0,0,0,0,0,2,26,26,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,0,2,2,2,2,26,26,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,14,14,14,14,14,14,12,0,2,2,2,2,26,26,,,,,,,,,,,,,,,,,,,,
12,12,12,12,0,0,0,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,0,2,2,2,2,26,26,,,,,,,,,,,,,,,,,,,,
12,12,12,12,0,0,0,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,12,0,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,0,2,2,2,2,26,26,,,,,,,,,,,,,,,,,,,,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,2,26,26,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
